Position,Title,Type,Stories_Title,Source_Name,Source_Icon,Source_Authors,Link,Thumbnail,Date,Extracted_Date,Extracted_Time,Source_Icon_Domain,Link_Domain,Thumbnail_Domain,title_length,source_encoded,extracted_date,recency_factor,popularity_score,Sentiment_Score,Compound,Positive,Negative,Neutral,Sentiment_Label,polarity,sentiment_score
5,the  best movies and tv shows to watch this weekend,stories,Movies and shows on Netflix,Vulture,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.vulture.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Savannah Salazar,https://www.vulture.com/article/what-to-watch-this-weekend-best-movies-tv-show-october-18-20.html,https://pyxis.nymag.com/v1/imgs/1dc/684/54a212b97aef86c89c79b2113078c5ee10-streamliner-10-17-2024.rhorizontal.w700.jpg,2024-10-19 13:00:00+00:00,2024-10-19,13:00:00,encrypted-tbn1.gstatic.com,www.vulture.com,pyxis.nymag.com,51,519,2024-10-19,16,0.7647226571236859,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,0.318,0.0,0.682,Positive,1.0,1.0
6, great movies leaving netflix at the end of october,block,,Forbes,https://lh3.googleusercontent.com/NIjzR9QHtZJllEvJIVkODXFQ7_rbx1BMBXx2rNUbttjuu9YWLIp2_juQaI9jJ2rDtzi6snbZ,Travis Bean,https://www.forbes.com/sites/travisbean/2024/10/19/10-great-movies-leaving-netflix-at-the-end-of-october/,https://imageio.forbes.com/specials-images/imageserve/671004a08d47d8d7b80373b2/think-like-a-dog-netflix/960x0.jpg?format=jpg&width=960,2024-10-19 15:48:00+00:00,2024-10-19,15:48:00,lh3.googleusercontent.com,www.forbes.com,imageio.forbes.com,51,156,2024-10-19,16,0.2471371057928874,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}",0.6249,0.339,0.0,0.661,Positive,0.8,0.8
7,netflixs new crime thriller is one of the best movies of the year  and its already  on rotten tomatoes,block,,Tom's Guide,https://lh3.googleusercontent.com/YwroNBJq4UKY_6hH7n50b5Fnc3YEroWUN9CgsQG7p4WAvyJpTsXRG6taE0Te0iJafGqtei-zG_E,Rory Mellon,https://www.tomsguide.com/entertainment/netflix/netflixs-new-crime-thriller-is-one-of-the-best-movies-of-the-year-and-its-already-92-percent-on-rotten-tomatoes,https://cdn.mos.cms.futurecdn.net/bEGxJmNHpvAkfP7Gu26QeZ-1200-80.jpg,2024-10-18 10:22:00+00:00,2024-10-18,10:22:00,lh3.googleusercontent.com,www.tomsguide.com,cdn.mos.cms.futurecdn.net,102,485,2024-10-18,17,0.8131970849176172,"{'neg': 0.248, 'neu': 0.547, 'pos': 0.204, 'compound': -0.296}",-0.296,0.204,0.248,0.547,Negative,0.5681818181818181,0.5681818181818181
8, newest verified hot movies,block,,Rotten Tomatoes,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://editorial.rottentomatoes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://editorial.rottentomatoes.com/guide/new-verified-hot-movies/,https://prd-rteditorial.s3.us-west-2.amazonaws.com/wp-content/uploads/2024/07/25125335/700DeadpoolWolverine2.jpg,2024-10-18 23:32:00+00:00,2024-10-18,23:32:00,encrypted-tbn0.gstatic.com,editorial.rottentomatoes.com,prd-rteditorial.s3.us-west-2.amazonaws.com,27,365,2024-10-18,17,0.4995088719898604,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.25,0.25
9,the best vampire movies of all time,block,,TIME,https://lh3.googleusercontent.com/Xitxs7dGL78WNXqnqMPDISrJ4jcU18e16qz-YH7ui8AHbD4pJdw7bEFhTcbz4JsBIja9V-NrWQ,James Grebey,https://time.com/7094422/best-vampire-movies/,https://i.ytimg.com/vi/sdFUpPAApJQ/mqdefault.jpg,2024-10-18 20:55:00+00:00,2024-10-18,20:55:00,lh3.googleusercontent.com,time.com,i.ytimg.com,35,409,2024-10-18,17,0.577455640050697,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,0.412,0.0,0.588,Positive,1.0,1.0
10, great films about sex work belle de jour tangerine and more,block,,IndieWire,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.indiewire.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.indiewire.com/gallery/best-films-about-prostitution-sex-workers/,https://www.indiewire.com/wp-content/uploads/2024/10/Best-Films-about-Sex-Work.jpg?w=600&h=337&crop=1,2024-10-20 13:30:00+00:00,2024-10-20,13:30:00,encrypted-tbn1.gstatic.com,www.indiewire.com,www.indiewire.com,60,208,2024-10-20,15,0.3383971007604562,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}",0.6249,0.291,0.0,0.709,Positive,0.65,0.65
11,video game movie adaptations reviews glorious reviews  by isabellem  oct ,block,,Medium,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://medium.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://medium.com/@quest.equestrians/video-game-movie-adaptations-0e494d705b85,https://miro.medium.com/v2/resize:fit:1400/0*dvkoyc_nQzSuwdWY,2024-10-21 10:09:00+00:00,2024-10-21,10:09:00,encrypted-tbn2.gstatic.com,medium.com,miro.medium.com,73,264,2024-10-21,14,0.4429657794676805,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,0.318,0.0,0.682,Positive,-0.4,-0.4
12,mel gibson mugs his way through the  radiothemed thriller on the line as a shock jock menaced by an unseen caller in an imaginaryseeming movie worth ignoring  it turns out the naming rights membership option was for real and someo,block,,Nathan Rabin's Happy Place,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.nathanrabin.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Nathan Rabin,https://www.nathanrabin.com/happy-place/2024/10/21/mel-gibson-mugs-his-way-through-the-2022-radio-themed-thriller-on-the-line-as-a-shock-jock-menaced-by-an-unseen-caller-in-an-imaginary-seeming-movie-worth-ignoring,https://images.squarespace-cdn.com/content/v1/583c906ebe659429d1106265/c334e922-8e85-40d7-a4e5-83099146bfd1/s-l400.jpg,2024-10-21 07:00:00+00:00,2024-10-21,07:00:00,encrypted-tbn3.gstatic.com,www.nathanrabin.com,images.squarespace-cdn.com,230,299,2024-10-21,14,0.7913498098859314,"{'neg': 0.173, 'neu': 0.756, 'pos': 0.071, 'compound': -0.6908}",-0.6908,0.071,0.173,0.756,Negative,0.25,0.25
13,the best s scifi movies,block,,Space.com,https://lh3.googleusercontent.com/xp-pP6w_WBStsveDYPgujieOq0xn0hNUDLOe0mGGevoFlvhh2VW905za-K6Ut3IR3lsBbtCn,Grace Dean,https://www.space.com/best-90s-sci-fi-movies,https://cdn.mos.cms.futurecdn.net/xcNbCdMGdsc9D6sfjwz3cS-320-80.jpg,2024-10-17 19:00:00+00:00,2024-10-17,19:00:00,lh3.googleusercontent.com,www.space.com,cdn.mos.cms.futurecdn.net,23,393,2024-10-17,18,0.5318240944566739,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,0.512,0.0,0.488,Positive,1.0,1.0
14,scary movies for spooky season,block,,The New Yorker,https://lh3.googleusercontent.com/6vT5RqPc9XCYhawpNqO-aGtFd602Qo8NDT4d35LGIq6k_X7w27k3Yx-5RGdOCLIStdf3qpElkw,RACHEL SYME,https://www.newyorker.com/culture/goings-on/scary-movies-for-spooky-season,https://media.newyorker.com/photos/670ecfc055a4a42be7464d83/master/w_1600%2Cc_limit/r45127.jpg,2024-10-18 10:00:00+00:00,2024-10-18,10:00:00,lh3.googleusercontent.com,www.newyorker.com,media.newyorker.com,30,456,2024-10-18,17,0.634965145754119,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.0,0.444,0.556,Negative,-0.5,-0.5
15, new movies our critics are talking about this week,block,,The New York Times,https://lh3.googleusercontent.com/tDFSwtr61ZReDD_jw6kEPWegHMSqGEHx-ZS_t-e10We-GfWEPVYkn0uLk_Vn8XQHg8wcnhMWmug,,https://www.nytimes.com/2024/10/18/movies/new-movies-this-week-critics.html,https://static01.nyt.com/images/2024/10/18/multimedia/woman1-pzmq/woman1-pzmq-articleLarge.jpg?quality=75&auto=webp&disable=upscale,2024-10-18 09:04:00+00:00,2024-10-18,09:04:00,lh3.googleusercontent.com,www.nytimes.com,static01.nyt.com,51,455,2024-10-18,17,0.6734632446134348,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.216,0.784,Negative,0.13636363636363635,0.13636363636363635
16,new on netflix  movies and shows to watch this week oct ,block,,Tom's Guide,https://lh3.googleusercontent.com/YwroNBJq4UKY_6hH7n50b5Fnc3YEroWUN9CgsQG7p4WAvyJpTsXRG6taE0Te0iJafGqtei-zG_E,Malcolm Mcmillan,https://www.tomsguide.com/entertainment/netflix/new-on-netflix-5-movies-and-shows-to-watch-this-week-oct-21-27,https://cdn.mos.cms.futurecdn.net/b9cYWbM2DwLaxtvu37fppR-320-80.jpg,2024-10-21 06:31:00+00:00,2024-10-21,06:31:00,lh3.googleusercontent.com,www.tomsguide.com,cdn.mos.cms.futurecdn.net,56,485,2024-10-21,14,0.7257604562737642,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.13636363636363635,0.13636363636363635
17,hallmarks christmas movies start this week heres the full schedule into december,block,,The Arizona Republic,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.azcentral.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Zach Bradshaw,https://www.azcentral.com/story/entertainment/television/2024/10/18/schedule-of-hallmarks-countdown-to-christmas-movies/75734411007/,https://www.azcentral.com/gcdn/-mm-/93c9b68f20e60e91ed5198fca4e0fc7358c4d17b/c=0-320-5027-3160/local/-/media/2017/04/12/JacksonMS/JacksonMS/636275788635041378-Christmas.jpg?width=660&height=371&fit=crop&format=pjpg&auto=webp,2024-10-18 19:59:00+00:00,2024-10-18,19:59:00,encrypted-tbn2.gstatic.com,www.azcentral.com,www.azcentral.com,80,423,2024-10-18,17,0.6829689480354878,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.35,0.35
18,how to watch all the new holiday tv movies this year full schedule,block,,Variety,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://variety.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Emily Longeretta,https://variety.com/lists/christmas-movies-tv-schedule-2024/,https://variety.com/wp-content/uploads/2024/10/Christmas-Movies-2024.jpg?w=1000&h=664&crop=1,2024-10-18 17:00:00+00:00,2024-10-18,17:00:00,encrypted-tbn1.gstatic.com,variety.com,variety.com,66,514,2024-10-18,17,0.7861058301647654,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.4019,0.184,0.0,0.816,Positive,0.24318181818181817,0.24318181818181817
19,im worried that the mistborn movie might have already made its biggest mistake,block,,Screen Rant,https://lh3.googleusercontent.com/i3NYopBz4_qsG7M0s91efmGJOSzxeeygod806TuHHfcJFB8n0c8zgitliSZe6FJ8iDGGrG9w,Charles Papadopoulos,https://screenrant.com/mistborn-movie-better-as-tv-series-mistake/,https://static1.srcdn.com/wordpress/wp-content/uploads/2024/10/imagery-from-the-mistborn-book-series.jpg,2024-10-20 22:10:00+00:00,2024-10-20,22:10:00,lh3.googleusercontent.com,screenrant.com,static1.srcdn.com,78,375,2024-10-20,15,0.6107355038022813,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.295,0.705,Negative,0.0,0.0
20,i loved andrew garfield and florence pughs we live in time heres why we need more love stories like it,block,,CinemaBlend,https://lh3.googleusercontent.com/lUATxlIxGmkNpRgNweTm0O9d0GcJIIECjPHLR73H2395QU9MJ82m12RPnZutUWmWrzlZpqcGpg,Alexandra Ramos,https://www.cinemablend.com/movies/loved-andrew-garfield-florence-pugh-we-live-in-time-need-more-love-stories-like-it,https://cdn.mos.cms.futurecdn.net/Rq7wMAPJCjYbvURNie9qTc-320-80.jpg,2024-10-20 13:03:00+00:00,2024-10-20,13:03:00,lh3.googleusercontent.com,www.cinemablend.com,cdn.mos.cms.futurecdn.net,102,75,2024-10-20,15,0.2286062262357414,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9033}",0.9033,0.396,0.0,0.604,Positive,0.4590909090909091,0.4590909090909091
21,every harry potter movie ranked by book accuracy,block,,Collider,https://lh3.googleusercontent.com/FqNlsOHoZ4EFSA4kjumXRLWNImHPN0DBOJMMG2nVTeWUewci_Z_8FC3V-NCp9ldldmRI1x-Itg,Ryan Irwin,https://collider.com/harry-potter-movies-ranked-book-accuracy/,https://static1.colliderimages.com/wordpress/wp-content/uploads/2024/10/harry-potter-movies-ranked-by-book-accuracy.jpg,2024-10-21 03:55:00+00:00,2024-10-21,03:55:00,lh3.googleusercontent.com,collider.com,static1.colliderimages.com,48,79,2024-10-21,14,0.1316539923954373,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
22,the  best movies based on true stories,block,,Forbes,https://lh3.googleusercontent.com/NIjzR9QHtZJllEvJIVkODXFQ7_rbx1BMBXx2rNUbttjuu9YWLIp2_juQaI9jJ2rDtzi6snbZ,Rosa Escandon,https://www.forbes.com/sites/entertainment/article/movies-based-on-true-stories/,https://imageio.forbes.com/specials-images/imageserve/670d73ee44adbf2314ace5ec/Leonardo-DiCaprio-In--Catch-Me-If-You-Can-/960x0.jpg?format=jpg&width=960,2024-10-19 11:00:00+00:00,2024-10-19,11:00:00,lh3.googleusercontent.com,www.forbes.com,imageio.forbes.com,38,156,2024-10-19,16,0.222422276895549,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.7906}",0.7906,0.583,0.0,0.417,Positive,0.675,0.675
23,what to watch this weekend new streaming tv shows and movies on netflix prime video hulu apple tv disney and more,block,,Forbes,https://lh3.googleusercontent.com/NIjzR9QHtZJllEvJIVkODXFQ7_rbx1BMBXx2rNUbttjuu9YWLIp2_juQaI9jJ2rDtzi6snbZ,Erik Kain,https://www.forbes.com/sites/erikkain/2024/10/18/what-to-watch-this-weekend-new-streaming-tv-shows-and-movies-on-netflix-prime-video-hulu-apple-tv-disney-and-more/,https://imageio.forbes.com/specials-images/imageserve/6712c361a9e3b220525b42f6/What-To-Watch-10-18/960x0.png?format=png&width=960,2024-10-18 21:00:00+00:00,2024-10-18,21:00:00,lh3.googleusercontent.com,www.forbes.com,imageio.forbes.com,113,156,2024-10-18,17,0.3650031685678072,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.3181818181818182,0.3181818181818182
24,andy richter had a wild stipulation in his scary movie  contract that referenced his cut scene with marlon brando,block,,CinemaBlend,https://lh3.googleusercontent.com/lUATxlIxGmkNpRgNweTm0O9d0GcJIIECjPHLR73H2395QU9MJ82m12RPnZutUWmWrzlZpqcGpg,Mick Joest,https://www.cinemablend.com/interviews/andy-richter-wild-stipulation-scary-movie-2-contract-referenced-cut-marlon-brando-scene,https://cdn.mos.cms.futurecdn.net/QfF53GiqU88rbAR9DHDny3.jpg,2024-10-21 00:04:00+00:00,2024-10-21,00:04:00,lh3.googleusercontent.com,www.cinemablend.com,cdn.mos.cms.futurecdn.net,113,75,2024-10-21,14,0.2495247148288972,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.0,0.238,0.762,Negative,-0.2,-0.2
25,how to watch the insidious movies in order a guide to the terrifying journeys into the further,block,,PEOPLE,https://lh3.googleusercontent.com/HL7Lub1zLCotJLKEYDswsz9hiX9BU3JdNAHR5f4vY6J45lPGIGPnwTlmrbIRqmGfnU_Ifb_bZg,Kelsey Lentz,https://people.com/how-to-watch-insidious-movies-in-order-8722534,https://people.com/thmb/EEzuINEKZVUvfuqOXDSecKVdXoE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():focal(753x371:755x373)/insidious-101624-5-cd6b402ac4eb487b97f3b000fa6dcaaf.jpg,2024-10-19 18:00:00+00:00,2024-10-19,18:00:00,lh3.googleusercontent.com,people.com,people.com,94,329,2024-10-19,16,0.5755591590248267,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.188,0.812,Negative,-0.5,-0.5
26,whats new on peacock for october  streaming guide for tv shows and movies,block,,Deadline,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://deadline.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Dessi Gomez,https://deadline.com/feature/new-on-peacock-streaming-1236120627/,https://deadline.com/wp-content/uploads/2023/04/M8DDEBE_EC011.jpg?w=681&h=383&crop=1,2024-10-18 23:42:00+00:00,2024-10-18,23:42:00,encrypted-tbn0.gstatic.com,deadline.com,deadline.com,73,105,2024-10-18,17,0.2162389100126742,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.13636363636363635,0.13636363636363635
27,hallmark countdown to christmas  how to watch the movies debut this weekend,block,,PennLive,https://lh3.googleusercontent.com/qgq4q6MpkYnb7Ug6-bJcwCVP3fD9rMxy55NNxdbeyyALaJW-nOkKxqGTbMmyutMwPyhafu94,Deb Kiner,https://www.pennlive.com/tv/2024/10/hallmark-countdown-to-christmas-2024-how-to-watch-the-movies-debut-this-weekend.html,https://www.pennlive.com/resizer/v2/USUOF46DR5CXDP2IBKVWNRVGQ4.jpeg?auth=78f4e79a24e9ffb16647924cf590aec43c201baacb79a55c3add010a3d8e6ea3&width=1280&quality=90,2024-10-18 18:04:00+00:00,2024-10-18,18:04:00,lh3.googleusercontent.com,www.pennlive.com,www.pennlive.com,75,338,2024-10-18,17,0.5522655259822559,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
28, new hulu movies with over  on rotten tomatoes,block,,TechRadar,https://lh3.googleusercontent.com/h3jba9VMZkFHG1QVakElUh94ugAfWEJfnBwg-v1YYuGEsB7Xo0Na9-1HSp2RTIvArgKT-D_A5g,Rowan Davies,https://www.techradar.com/streaming/hulu/5-new-hulu-movies-with-over-90-percent-on-rotten-tomatoes,https://cdn.mos.cms.futurecdn.net/DJ95zCGnQsvHFPTcyuztv5-320-80.jpg,2024-10-20 16:00:00+00:00,2024-10-20,16:00:00,lh3.googleusercontent.com,www.techradar.com,cdn.mos.cms.futurecdn.net,46,418,2024-10-20,15,0.6112107889733839,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.0,0.32,0.68,Negative,0.13636363636363635,0.13636363636363635
29,the best halloween movies for scaredycats a complete guide,block,,USA TODAY,https://lh3.googleusercontent.com/-azIrtjYWp_uW0mZr2EgCuDyyZ9WpFOIWNx3qM1wwCzV37NgmqATpNZGn9R0y8XklFku6Hhwz6w,Brian Truitt,https://www.usatoday.com/story/entertainment/movies/2024/10/17/best-halloween-movies-not-scary/75670510007/,https://www.usatoday.com/gcdn/-mm-/a197425ca2f5fcfbba4de07ee33ef8680d132ce1/c=0-123-2515-1544/local/-/media/2019/03/11/USATODAY/USATODAY/636879432845164630-d-beetlejuice-dvd-27.jpg?width=660&height=371&fit=crop&format=pjpg&auto=webp,2024-10-17 15:56:00+00:00,2024-10-17,15:56:00,lh3.googleusercontent.com,www.usatoday.com,www.usatoday.com,58,500,2024-10-17,18,0.7509305583350008,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,0.344,0.0,0.656,Positive,0.55,0.55
30,the  scariest horror movies of the s,block,,The National,https://lh3.googleusercontent.com/1HwJI9XF2pE7rs_MHwP9baXkQn-Jg1RxutB_VWERYsdACPKpF7kwS9gfgw2jNTqZun60SMcx5A,,https://www.thenationalnews.com/arts-culture/film-tv/2024/10/18/horror-movies-oddity-longlegs-nope-host/,https://thenational-the-national-prod.cdn.arcpublishing.com/resizer/v2/HPITPTUTPFG3XKECIXHOSM6IUI.jpg?smart=true&auth=a5d9e67b84d55c4bf5ecac1d9aabf198168acb097a39e3ce9edf29813b206abd&width=400&height=225,2024-10-18 18:08:00+00:00,2024-10-18,18:08:00,lh3.googleusercontent.com,www.thenationalnews.com,thenational-the-national-prod.cdn.arcpublishing.com,36,451,2024-10-18,17,0.6392427122940431,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.381,0.619,Negative,0.0,0.0
31,lord of the rings hunt for gollum is not two movies  heres why,block,,Variety,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://variety.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Zack Sharf,https://variety.com/2024/film/news/the-lord-of-the-rings-the-hunt-for-gollum-not-two-movies-gandalf-1236182563/,https://variety.com/wp-content/uploads/2024/05/Screen-Shot-2024-05-10-at-1.08.39-PM.png?w=1000&h=667&crop=1,2024-10-18 18:42:00+00:00,2024-10-18,18:42:00,encrypted-tbn1.gstatic.com,variety.com,variety.com,62,514,2024-10-18,17,0.7785012674271229,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
32,my tween came home from a movie night terrified its all her fault,block,,Slate,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://slate.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Dan Kois,https://slate.com/advice/2024/10/parenting-advice-tween-appropriate-horror-movies.html,https://compote.slate.com/images/02a26479-a4f8-4193-8a22-18d22af57da3.jpeg?crop=1560%2C1040%2Cx0%2Cy0,2024-10-16 17:23:00+00:00,2024-10-16,17:23:00,encrypted-tbn3.gstatic.com,slate.com,compote.slate.com,65,383,2024-10-16,19,0.5974096958174903,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7717}",-0.7717,0.0,0.379,0.621,Negative,0.0,0.0
33,here are the  movies and tv shows you absolutely need to stream this weekend,block,,Vogue,https://lh3.googleusercontent.com/SFDF1YA7SCWbsX6AEfWShKwHpxnky0Np1J2aiP_cChIl_F9E3hxl7utBh2SS5bTR-aWejP8RVw,Emma Specter,https://www.vogue.com/article/5-movies-and-tv-shows-to-stream-october-18-20,https://assets.vogue.com/photos/67129661bdfeb52aa153bb30/4:3/w_2560%2Cc_limit/2178385336,2024-10-18 17:11:00+00:00,2024-10-18,17:11:00,lh3.googleusercontent.com,www.vogue.com,assets.vogue.com,76,518,2024-10-18,17,0.8108206590621039,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.2,0.2
34,i just thought id made a crazyass exploitation movie sean baker on his palme dorwinning lapdance film,block,,The Guardian,https://lh3.googleusercontent.com/SU8FywVNtcrG-wgjvZ_0D1-3JR_pN9LNSgjULFH74N748KVyEdkF1jdbvP4Lr7_ClbPZxL-iPw,Ryan Gilbey,https://www.theguardian.com/film/2024/oct/21/sean-baker-interview-anora-lapdance-film-palme-dor,https://i.guim.co.uk/img/media/d91f5d52494185d63eaa635599ca91d04460e345/0_400_6000_3600/master/6000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=d83c64948507b685e5205b6c65c3be15,2024-10-21 10:12:00+00:00,2024-10-21,10:12:00,lh3.googleusercontent.com,www.theguardian.com,i.guim.co.uk,101,437,2024-10-21,14,0.74287072243346,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
35,the  best slasher movies of all time ranked,block,,Entertainment Weekly News,https://lh3.googleusercontent.com/JNRKI3r2hZJbHEDong8cJrq3QcbQavNxJfwFkFnvAUqaigVF9DovyBkGg0mqBA1o9fX7fgEJhA,Steven Thrash,https://ew.com/best-slasher-movies-ranked-8729630,https://ew.com/thmb/-sJAyhgPHKLPiVIjSzxZ687y6aw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Jamie-Lee-Curtis-Halloween-Gunnar-Hansen-The-Texas-Chainsaw-Massacre-Drew-Barrymore-Scream-092624-70e29f70ebcf410fb53b5957292a10f3.jpg,2024-10-19 13:00:00+00:00,2024-10-19,13:00:00,lh3.googleusercontent.com,ew.com,ew.com,43,129,2024-10-19,16,0.1934298814582866,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,0.375,0.0,0.625,Positive,1.0,1.0
36,every cate blanchett performance ranked,block,,Vulture,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.vulture.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","Tim Grierson, Will Leitch",https://www.vulture.com/article/best-cate-blanchett-movies-ranked.html,https://pyxis.nymag.com/v1/imgs/7e3/c6f/502322ddfb307fbf0fbfe8ce2a57888ee3-cate-blanchett.rsquare.w400.jpg,2024-10-18 21:00:00+00:00,2024-10-18,21:00:00,encrypted-tbn1.gstatic.com,www.vulture.com,pyxis.nymag.com,39,519,2024-10-18,17,0.7419043092522178,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
37,hallmarks christmas movies start this week heres the full schedule into december,block,,The Columbus Dispatch,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.dispatch.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Alex Perry,https://www.dispatch.com/story/entertainment/2024/10/17/hallmark-christmas-movies-start-full-list-lineup/75700609007/,"https://www.dispatch.com/gcdn/presto/2018/10/24/USAT/012a580e-4917-4560-b52e-7942c9029d0d-ChristmasatGraceland_0768_CB.jpg?crop=3599,2018,x0,y143&width=660&height=371&format=pjpg&auto=webp",2024-10-17 10:03:00+00:00,2024-10-17,10:03:00,encrypted-tbn0.gstatic.com,www.dispatch.com,www.dispatch.com,80,428,2024-10-17,18,0.6900940564338602,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.35,0.35
38,the best tim burton movies definitively ranked,block,,GQ,https://lh3.googleusercontent.com/m3_6ncTBeAYk5IyRoL0tVKvo-YgjLE49po7IicHeeZ8H6oSE6fmxmMMiC6YGdAhwN6e11h1t,Jesse Hassenger,https://www.gq.com/story/the-best-tim-burton-movies-definitively-ranked,https://media.gq.com/photos/671057bffa131b1aa0b7c263/16:9/w_2560%2Cc_limit/MCDBEBE_WB052.jpg,2024-10-17 13:00:00+00:00,2024-10-17,13:00:00,lh3.googleusercontent.com,www.gq.com,media.gq.com,46,168,2024-10-17,18,0.2547328397038222,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,0.412,0.0,0.588,Positive,1.0,1.0
